order_id,supplier_id,supplier_reliability_score,region,product_category,transport_mode,order_date,expected_delivery_date,actual_delivery_date,delay_days,weather_risk_index,geopolitical_risk_index,port_congestion_index,inventory_level_units,demand_forecast_units,actual_demand_units,order_value_usd,disruption_flag
ORD-100160,SUP-037,0.757,North America,Pharma,Road,2023-03-22,2023-03-28,2023-03-28,0,0.592,0.0,0.066,512.8,353.0,309.0,5235.33,0
ORD-100161,SUP-010,0.898,North America,Electronics,Rail,2023-07-09,2023-07-15,2023-07-21,6,0.334,0.041,0.078,372.9,514.7,510.9,5609.57,1
ORD-100162,SUP-017,0.619,Europe,Pharma,Road,2023-04-01,2023-04-05,2023-04-16,11,0.388,0.317,0.073,595.0,460.6,295.4,8180.11,1
ORD-100163,SUP-019,0.75,Asia Pacific,Textiles,Road,2024-05-25,2024-05-28,2024-06-19,22,0.288,0.268,0.023,633.6,519.0,558.0,5033.96,1
ORD-100164,SUP-013,0.8,Asia Pacific,Pharma,Road,2023-03-26,2023-03-30,2023-03-30,0,0.416,0.352,0.063,645.1,382.7,337.8,5224.51,0
ORD-100165,SUP-016,0.842,Latin America,Electronics,Rail,2023-07-04,2023-07-12,2023-07-12,0,0.227,0.008,0.093,651.4,427.7,335.9,3399.75,0
ORD-100166,SUP-022,0.872,Middle East/Africa,Pharma,Road,2023-08-28,2023-09-03,2023-09-03,0,0.188,0.251,0.078,571.0,610.3,607.8,2797.28,0
ORD-100167,SUP-028,0.644,North America,FMCG,Road,2024-01-08,2024-01-11,2024-01-11,0,0.078,0.0,0.026,487.5,276.0,237.9,6232.68,0
ORD-100168,SUP-039,0.777,Asia Pacific,FMCG,Air,2023-02-13,2023-02-15,2023-02-15,0,0.339,0.078,0.062,305.1,549.6,616.5,8566.7,0
ORD-100169,SUP-036,0.714,Asia Pacific,Textiles,Road,2023-04-22,2023-04-27,2023-04-27,0,0.257,0.242,0.059,657.1,590.4,570.0,1855.42,0
ORD-100170,SUP-001,0.823,Europe,Textiles,Sea,2024-01-31,2024-02-23,2024-02-28,5,0.127,0.179,0.313,528.4,257.3,240.4,12593.6,1
ORD-100171,SUP-020,0.762,Middle East/Africa,Electronics,Sea,2023-02-02,2023-02-25,2023-03-07,10,0.558,0.095,0.076,755.8,413.9,514.2,6523.73,1
ORD-100172,SUP-013,0.8,Asia Pacific,Automotive Parts,Rail,2023-06-12,2023-06-20,2023-06-20,0,0.147,0.206,0.037,523.1,542.0,402.3,7577.49,0
ORD-100173,SUP-021,0.656,Europe,FMCG,Sea,2024-02-13,2024-03-05,2024-03-05,0,0.0,0.0,0.358,527.6,392.5,288.1,3656.01,0
ORD-100174,SUP-001,0.823,Middle East/Africa,FMCG,Road,2023-04-29,2023-05-02,2023-05-03,1,0.589,0.328,0.083,643.7,613.1,591.1,3656.82,1
ORD-100175,SUP-032,0.702,Middle East/Africa,Textiles,Rail,2023-08-28,2023-09-04,2023-09-04,0,0.414,0.166,0.055,372.3,281.9,282.5,6323.68,0
ORD-100176,SUP-022,0.872,North America,FMCG,Rail,2023-09-21,2023-09-30,2023-10-07,7,0.421,0.044,0.012,611.6,567.1,645.2,3210.73,1
ORD-100177,SUP-036,0.714,Europe,Electronics,Road,2023-07-19,2023-07-24,2023-07-24,0,0.048,0.178,0.023,411.1,572.6,751.9,9429.1,0
ORD-100178,SUP-001,,Middle East/Africa,Automotive Parts,Road,2023-12-16,2023-12-19,2023-12-19,0,0.511,0.282,0.012,832.9,338.9,351.9,3700.74,0
ORD-100179,SUP-003,0.783,Europe,Electronics,Air,2024-05-11,2024-05-14,2024-05-14,0,0.043,0.593,0.063,333.2,318.4,358.5,4760.59,0
ORD-100180,SUP-007,0.877,Middle East/Africa,Pharma,Sea,2023-09-16,2023-10-08,2023-10-14,6,0.545,0.08,0.237,685.6,395.1,392.6,8642.25,1
ORD-100181,SUP-036,0.714,Latin America,Textiles,Rail,2023-02-17,2023-02-24,2023-02-24,0,0.359,0.201,0.023,387.4,438.8,485.1,2125.38,0
ORD-100182,SUP-011,0.936,Europe,Pharma,Air,2023-08-31,2023-09-03,2023-09-04,1,0.258,0.517,0.001,589.8,530.2,471.8,6303.05,0
ORD-100183,SUP-039,0.777,Europe,Textiles,Road,2024-03-05,2024-03-11,2024-03-12,1,0.14,0.426,0.066,327.6,256.8,238.0,3964.89,0
ORD-100184,SUP-037,0.757,Middle East/Africa,Machinery,Sea,2023-07-16,2023-08-05,2023-08-05,0,0.102,0.34,0.124,348.8,359.0,322.0,2850.78,0
ORD-100185,SUP-026,0.782,Europe,Machinery,Sea,2023-06-24,2023-07-15,2023-07-15,0,0.604,0.528,0.356,378.0,538.1,642.8,2271.51,0
ORD-100186,SUP-007,0.877,Europe,FMCG,Sea,2024-05-12,2024-06-03,2024-06-03,0,0.448,0.322,0.168,423.9,246.0,236.4,8848.97,0
ORD-100187,SUP-006,0.63,North America,Machinery,Sea,2023-07-28,2023-08-17,2023-08-19,2,0.371,0.485,0.105,535.1,404.1,440.0,2426.53,0
ORD-100188,SUP-016,0.842,Middle East/Africa,FMCG,Road,2023-01-15,2023-01-20,2023-01-20,0,0.241,0.365,0.001,464.6,386.6,400.5,2526.53,0
ORD-100189,SUP-035,0.443,Asia Pacific,FMCG,Sea,2024-01-11,2024-01-31,2024-02-08,8,0.339,0.11,0.427,675.5,478.0,401.2,12211.92,1
ORD-100190,SUP-005,0.967,Asia Pacific,FMCG,Air,2024-02-20,2024-02-22,2024-02-22,0,0.57,0.305,0.05,490.7,562.6,532.6,12900.66,0
ORD-100191,SUP-007,0.877,Latin America,Electronics,Road,2024-03-27,2024-03-31,2024-03-31,0,0.371,0.002,0.095,835.4,470.3,442.0,5687.05,0
ORD-100192,SUP-026,0.782,Middle East/Africa,FMCG,Rail,2024-06-17,2024-06-24,2024-06-29,5,0.444,0.223,0.059,614.8,394.1,385.2,2493.97,1
ORD-100193,SUP-027,0.793,Middle East/Africa,Electronics,Air,2023-01-20,2023-01-23,2023-01-23,0,0.425,0.33,0.062,741.1,407.5,354.7,4044.45,0
ORD-100194,SUP-011,0.936,Europe,Automotive Parts,Road,2023-04-18,2023-04-23,2023-04-23,0,0.431,0.0,0.01,465.4,419.3,404.1,3402.9,0
ORD-100195,SUP-008,0.711,Middle East/Africa,Machinery,Road,2024-06-13,2024-06-19,2024-06-19,0,0.51,0.405,0.006,329.2,521.4,477.8,1554.86,0
ORD-100196,SUP-028,0.644,Middle East/Africa,Machinery,Sea,2023-07-14,2023-08-06,2023-08-06,0,0.27,0.0,0.406,373.0,447.0,320.6,3356.54,0
ORD-100197,SUP-009,0.768,Middle East/Africa,Electronics,Rail,2024-03-03,2024-03-12,2024-03-12,0,0.084,0.288,0.004,526.1,325.3,326.1,15896.45,0
ORD-100198,SUP-038,0.957,Asia Pacific,Textiles,Road,2024-07-04,2024-07-08,2024-07-08,0,0.375,0.094,0.042,638.8,453.8,571.5,8969.55,0
ORD-100199,SUP-039,0.777,North America,FMCG,Sea,2023-04-01,2023-04-22,2023-04-23,1,0.257,0.234,0.244,676.0,551.7,535.4,10381.29,0
ORD-100200,SUP-032,0.702,Asia Pacific,Automotive Parts,Road,2023-02-25,2023-02-28,2023-02-28,0,0.188,0.278,0.034,744.3,466.2,349.6,11043.48,0
ORD-100201,SUP-020,0.762,Latin America,FMCG,Road,2023-06-19,2023-06-22,2023-06-22,0,0.632,0.093,0.049,460.7,337.6,303.8,12766.91,0
ORD-100202,SUP-016,0.842,Europe,Machinery,Road,2024-01-18,2024-01-23,2024-01-23,0,0.259,0.174,0.071,591.1,692.8,663.5,12340.21,0
ORD-100203,SUP-023,0.548,Latin America,Machinery,Rail,2023-10-08,2023-10-15,2023-10-15,0,0.264,0.083,0.034,604.0,633.8,615.5,15482.19,0
ORD-100204,SUP-033,0.8,Europe,FMCG,Sea,2024-06-18,2024-07-11,2024-07-19,8,0.473,0.104,0.217,730.1,466.5,417.4,5717.83,1
ORD-100205,SUP-028,0.644,Asia Pacific,Electronics,Sea,2023-05-04,2023-05-27,2023-05-30,3,0.366,0.28,0.057,352.9,569.0,657.6,3004.58,1
ORD-100206,SUP-040,0.607,North America,Textiles,Road,2023-08-27,2023-09-02,2023-09-02,0,0.05,0.128,0.024,435.4,328.0,374.3,2234.63,0
ORD-100207,SUP-019,0.75,Asia Pacific,FMCG,Road,2024-08-25,2024-08-28,2024-08-28,0,0.471,0.058,0.04,762.1,417.6,454.8,3578.19,0
ORD-100208,SUP-025,0.704,Latin America,Electronics,Sea,2023-04-21,2023-05-11,2023-05-19,8,0.089,0.0,0.304,213.2,441.8,351.1,2683.3,1
ORD-100209,SUP-023,0.548,Latin America,Pharma,Air,2024-06-09,2024-06-12,2024-06-12,0,0.679,0.233,0.041,599.7,460.9,448.4,4234.35,0
ORD-100210,SUP-038,0.957,Middle East/Africa,FMCG,Road,2024-01-16,2024-01-19,2024-01-19,0,0.477,0.427,0.086,565.2,411.3,453.1,1967.58,0
ORD-100211,SUP-030,0.76,North America,Automotive Parts,Road,2023-08-11,2023-08-16,2023-08-16,0,0.0,0.219,0.099,338.5,476.6,522.6,6323.77,0
ORD-100212,SUP-017,0.619,North America,Machinery,Road,2023-02-24,2023-02-27,2023-02-27,0,0.439,0.164,0.057,454.7,418.1,511.8,3308.41,0
ORD-100213,SUP-006,0.63,Middle East/Africa,Machinery,Road,2023-09-27,2023-10-01,2023-10-01,0,0.295,0.123,0.041,568.0,332.1,335.1,3216.55,0
ORD-100214,SUP-015,0.574,Asia Pacific,Pharma,Road,2024-03-19,2024-03-24,2024-03-30,6,0.443,0.0,0.04,560.5,501.3,383.9,3070.97,1
ORD-100215,SUP-014,0.805,Middle East/Africa,Machinery,Road,2023-04-11,2023-04-17,2023-04-18,1,0.32,0.0,0.071,457.3,374.2,424.4,3301.34,1
ORD-100216,SUP-016,0.842,Asia Pacific,Machinery,Sea,2023-12-07,2023-12-27,2023-12-27,0,0.202,0.402,0.44,479.7,480.5,453.7,1749.03,0
ORD-100217,SUP-010,0.898,Latin America,Machinery,Road,2023-01-26,2023-01-31,2023-01-31,0,0.372,0.281,0.07,624.6,315.7,280.7,2583.46,0
ORD-100218,SUP-022,0.872,Asia Pacific,FMCG,Air,2023-01-17,2023-01-22,2023-01-22,0,0.265,0.173,0.043,295.4,334.4,303.1,3742.46,0
ORD-100219,SUP-025,0.704,Europe,Machinery,Sea,2024-03-17,2024-04-07,2024-04-07,0,0.368,0.357,0.581,427.5,376.5,404.3,4611.31,0
ORD-100220,SUP-011,0.936,North America,Pharma,Road,2023-01-19,2023-01-23,2023-01-23,0,0.08,0.078,0.07,643.7,214.0,292.0,2532.21,0
ORD-100221,SUP-040,0.607,Latin America,Textiles,Road,2023-04-15,2023-04-20,2023-04-21,1,0.158,0.093,0.082,202.2,376.8,415.1,3924.94,1
ORD-100222,SUP-036,0.714,Latin America,Pharma,Road,2023-05-14,2023-05-17,2023-05-24,7,0.179,0.268,0.015,379.0,288.5,362.0,3829.23,1
ORD-100223,SUP-013,0.8,Asia Pacific,Machinery,Air,2023-08-09,2023-08-14,2023-08-14,0,0.237,0.292,0.023,280.0,389.8,446.9,9990.72,0
ORD-100224,SUP-020,0.762,Asia Pacific,FMCG,Road,2023-01-23,2023-01-29,2023-02-10,12,0.479,0.474,0.087,458.0,230.9,185.4,1587.81,1
ORD-100225,SUP-039,0.777,Middle East/Africa,Pharma,Road,2023-03-24,2023-03-27,2023-03-28,1,0.11,0.098,0.077,587.9,402.5,375.1,12258.11,0
ORD-100226,SUP-016,0.842,Europe,Textiles,Road,2023-08-30,2023-09-05,2023-09-14,9,0.153,0.308,0.069,592.8,292.0,256.6,2716.98,1
ORD-100227,SUP-027,0.793,North America,Automotive Parts,Road,2024-01-16,2024-01-22,2024-01-22,0,0.216,0.0,0.001,472.2,411.4,416.1,5506.52,0
ORD-100228,SUP-027,0.793,Europe,Electronics,Air,2023-02-02,2023-02-07,2023-02-20,13,0.066,0.248,0.002,607.5,197.2,208.3,7488.51,1
ORD-100229,SUP-025,0.704,North America,FMCG,Sea,2024-08-28,2024-09-19,2024-09-19,0,0.468,0.079,0.09,443.7,382.3,378.2,4674.9,0
ORD-100230,SUP-005,,Middle East/Africa,Pharma,Road,2024-04-11,2024-04-16,2024-04-16,0,0.0,0.295,0.001,450.9,520.1,371.5,3554.07,0
ORD-100231,SUP-001,0.823,Latin America,Textiles,Road,2023-04-24,2023-04-29,2023-04-29,0,0.031,0.19,0.009,549.2,214.5,201.8,5783.91,0
ORD-100232,SUP-033,0.8,Asia Pacific,Textiles,Road,2024-01-06,2024-01-12,2024-01-12,0,0.511,0.0,0.08,570.7,464.1,452.2,11693.96,0
ORD-100233,SUP-019,0.75,Latin America,Automotive Parts,Rail,2023-06-30,2023-07-08,2023-07-08,0,0.292,0.368,0.009,848.0,591.7,793.9,4907.69,0
ORD-100234,SUP-006,0.63,Latin America,Machinery,Sea,2023-04-09,2023-05-01,2023-05-11,10,0.182,0.252,0.507,379.7,613.9,566.1,14440.85,1
ORD-100235,SUP-037,0.757,Middle East/Africa,Electronics,Air,2024-06-17,2024-06-20,2024-06-20,0,0.545,0.024,0.04,457.3,640.9,706.1,2731.79,0
ORD-100236,SUP-026,0.782,North America,Machinery,Rail,2023-02-19,2023-02-26,2023-02-26,0,0.392,0.053,0.1,190.3,367.7,316.5,2179.24,0
ORD-100237,SUP-038,0.957,North America,Automotive Parts,Sea,2023-03-28,2023-04-17,2023-04-20,3,0.285,0.021,0.54,771.1,248.1,210.0,18016.33,1
ORD-100238,SUP-009,0.768,Middle East/Africa,Pharma,Road,2023-06-12,2023-06-18,2023-06-23,5,0.538,0.078,0.057,511.7,425.5,476.8,3121.93,1
ORD-100239,SUP-026,0.782,North America,Textiles,Road,2023-07-21,2023-07-25,2023-07-25,0,0.335,0.364,0.078,565.0,473.5,466.4,5497.55,0
ORD-100240,SUP-033,0.8,Europe,FMCG,Sea,2024-01-31,2024-02-22,2024-03-06,13,0.395,0.112,0.419,473.8,321.6,260.6,5567.39,1
ORD-100241,SUP-037,0.757,Europe,Electronics,Sea,2023-05-07,2023-05-29,2023-05-29,0,0.365,0.381,0.478,416.1,602.3,621.5,6723.41,0
ORD-100242,SUP-014,0.805,Latin America,Textiles,Road,2023-11-03,2023-11-07,2023-11-11,4,0.28,0.41,0.052,583.1,533.4,442.1,3690.11,1
ORD-100243,SUP-006,0.63,Latin America,Machinery,Rail,2023-11-06,2023-11-15,2023-11-15,0,0.049,0.076,0.047,406.7,576.7,814.6,7079.93,0
ORD-100244,SUP-022,0.872,North America,FMCG,Rail,2023-07-31,2023-08-09,2023-08-09,0,0.405,0.127,0.008,623.1,439.0,433.7,5952.08,0
ORD-100245,SUP-018,0.727,Middle East/Africa,Pharma,Rail,2023-02-19,2023-02-28,2023-03-07,7,0.326,0.372,0.041,390.7,564.3,719.3,2305.72,1
ORD-100246,SUP-010,0.898,Middle East/Africa,Automotive Parts,Road,2024-05-15,2024-05-18,2024-05-18,0,0.401,0.065,0.078,303.2,455.4,458.9,3434.22,0
ORD-100247,SUP-028,0.644,Latin America,Textiles,Rail,2024-06-16,2024-06-24,2024-06-24,0,0.516,0.117,0.068,811.7,586.6,760.0,6668.43,0
ORD-100248,SUP-026,0.782,Middle East/Africa,Electronics,Road,2023-08-15,2023-08-20,2023-08-20,0,,0.17,0.042,810.2,587.1,434.5,17283.47,0
ORD-100249,SUP-018,0.727,Asia Pacific,Pharma,Road,2024-05-14,2024-05-20,2024-05-20,0,0.619,0.044,0.074,684.0,294.1,277.6,6999.61,0
ORD-100250,SUP-028,0.644,North America,Textiles,Rail,2023-07-04,2023-07-11,2023-07-19,8,0.248,0.325,0.024,474.0,417.5,379.2,2882.26,1
ORD-100251,SUP-035,,North America,Textiles,Road,2023-11-13,2023-11-17,2023-11-17,0,0.234,0.34,0.06,527.7,414.3,495.8,3486.6,0
ORD-100252,SUP-040,0.607,Europe,Automotive Parts,Road,2024-01-16,2024-01-19,2024-01-19,0,0.142,0.488,0.008,316.6,271.3,275.1,9330.35,0
ORD-100253,SUP-004,0.652,North America,Pharma,Rail,2024-03-28,2024-04-03,2024-04-09,6,0.421,0.485,0.068,613.1,333.2,383.5,16812.66,1
ORD-100254,SUP-010,0.898,Latin America,Electronics,Sea,2023-07-20,2023-08-12,2023-09-04,23,0.3,0.227,0.377,268.9,282.7,263.9,2620.99,1
ORD-100255,SUP-003,0.783,Europe,Pharma,Road,2024-02-17,2024-02-23,2024-02-24,1,0.051,0.45,0.001,623.2,455.5,487.2,3145.74,0
ORD-100256,SUP-014,0.805,North America,Pharma,Air,2023-08-30,2023-09-03,2023-09-03,0,0.331,0.217,0.027,446.1,750.5,838.3,8346.43,0
ORD-100257,SUP-006,0.63,Europe,Machinery,Sea,2023-08-01,2023-08-21,2023-08-26,5,0.072,0.308,0.09,341.0,448.3,439.5,3883.43,1
ORD-100258,SUP-022,0.872,Asia Pacific,Electronics,Air,2024-01-18,2024-01-23,2024-02-06,14,0.438,0.029,0.087,623.0,425.6,540.9,2193.41,1
ORD-100259,SUP-036,0.714,Middle East/Africa,Electronics,Road,2023-11-02,2023-11-08,2023-11-08,0,0.342,0.257,0.071,556.7,596.2,690.7,4304.58,0
ORD-100260,SUP-014,0.805,Europe,Machinery,Road,2024-07-05,2024-07-10,2024-07-16,6,0.114,0.063,0.094,374.5,569.6,507.2,4738.37,1
ORD-100261,SUP-014,0.805,North America,FMCG,Rail,2023-10-10,2023-10-16,2023-10-17,1,0.344,0.099,0.04,480.6,135.7,107.3,10350.97,0
ORD-100262,SUP-037,0.757,Europe,Automotive Parts,Sea,2023-03-29,2023-04-21,2023-04-21,0,0.23,0.329,0.084,197.2,467.4,523.0,3846.11,0
ORD-100263,SUP-009,0.768,Asia Pacific,Textiles,Rail,2023-06-30,2023-07-07,2023-07-08,1,0.33,0.157,0.093,350.7,428.2,288.4,7978.27,0
ORD-100264,SUP-036,0.714,Latin America,Machinery,Road,2023-05-29,2023-06-02,2023-06-02,0,0.551,0.133,0.034,785.7,377.4,441.8,4849.51,0
ORD-100265,SUP-018,0.727,Europe,Machinery,Road,2023-12-11,2023-12-15,2023-12-17,2,0.505,0.157,0.027,670.8,463.2,484.8,5409.14,1
ORD-100266,SUP-035,0.443,Middle East/Africa,Machinery,Air,2024-06-01,2024-06-05,2024-06-10,5,0.156,0.153,0.095,477.5,410.8,346.6,5844.05,1
ORD-100267,SUP-019,0.75,North America,Textiles,Road,2024-05-01,2024-05-04,2024-05-04,0,0.336,0.395,0.008,469.6,476.4,588.6,5581.74,0
ORD-100268,SUP-007,0.877,Latin America,Automotive Parts,Road,2023-09-09,2023-09-13,2023-09-13,0,0.727,0.01,0.07,464.7,286.6,307.2,6023.55,0
ORD-100269,SUP-006,0.63,Asia Pacific,Automotive Parts,Road,2023-04-30,2023-05-05,2023-05-06,1,0.273,0.262,0.004,440.3,307.9,289.4,3500.61,0
ORD-100270,SUP-026,0.782,Asia Pacific,Pharma,Road,2023-04-04,2023-04-07,2023-04-07,0,0.633,0.232,0.083,570.7,476.2,493.9,7356.8,0
ORD-100271,SUP-026,0.782,Europe,Machinery,Sea,2023-09-02,2023-09-22,2023-09-22,0,0.392,0.189,0.407,788.2,466.6,515.0,4547.26,0
ORD-100272,SUP-002,0.788,Latin America,Automotive Parts,Sea,2023-08-08,2023-08-30,2023-09-07,8,0.023,0.092,0.22,666.9,478.6,418.4,2112.81,1
ORD-100273,SUP-033,0.8,North America,FMCG,Sea,2023-09-12,2023-10-05,2023-10-05,0,0.226,0.091,0.314,748.0,466.8,536.5,4239.73,0
ORD-100274,SUP-009,0.768,North America,FMCG,Road,2024-09-01,2024-09-07,2024-09-13,6,0.419,0.451,0.005,764.0,449.0,315.0,2549.5,1
ORD-100275,SUP-018,0.727,Middle East/Africa,Pharma,Road,2024-08-05,2024-08-08,2024-08-09,1,0.476,0.11,0.031,237.5,553.9,608.5,3498.4,0
ORD-100276,SUP-001,0.823,North America,Electronics,Road,2024-03-07,2024-03-11,2024-03-11,0,0.311,0.045,0.062,860.1,702.3,675.3,3712.52,0
ORD-100277,SUP-020,0.762,Asia Pacific,Textiles,Rail,2023-09-11,2023-09-18,2023-09-20,2,0.297,0.067,0.09,111.7,672.7,695.3,8744.52,1
ORD-100278,SUP-002,0.788,Latin America,Textiles,Sea,2024-01-20,2024-02-12,2024-02-12,0,0.392,0.318,0.339,241.3,361.3,362.7,9420.63,0
ORD-100279,SUP-040,0.607,Asia Pacific,Machinery,Road,2024-06-28,2024-07-01,2024-07-01,0,0.408,0.264,0.018,318.8,419.8,439.6,3405.57,0
ORD-100280,SUP-021,0.656,Middle East/Africa,Electronics,Rail,2024-07-03,2024-07-12,2024-07-12,0,0.124,0.362,0.027,357.8,522.7,528.2,4421.29,0
ORD-100281,SUP-031,0.712,Asia Pacific,Electronics,Rail,2024-01-20,2024-01-26,2024-02-01,6,0.507,0.352,0.09,350.1,476.4,502.5,1428.12,1
ORD-100282,SUP-012,0.612,North America,Automotive Parts,Rail,2023-08-03,2023-08-09,2023-08-09,0,0.463,0.289,0.026,416.7,609.7,716.3,5867.93,0
ORD-100283,SUP-030,0.76,Latin America,Electronics,Road,2024-04-16,2024-04-20,2024-04-20,0,0.218,0.322,0.085,410.3,470.3,553.6,2982.7,0
ORD-100284,SUP-039,0.777,North America,Pharma,Sea,2024-04-25,2024-05-18,2024-05-18,0,0.202,0.295,0.255,289.2,331.8,341.7,3595.66,0
ORD-100285,SUP-034,0.576,Latin America,Pharma,Sea,2023-08-10,2023-08-31,2023-09-01,1,0.0,0.015,0.026,458.6,352.1,363.6,7952.78,0
ORD-100286,SUP-004,0.652,Europe,Pharma,Sea,2023-07-05,2023-07-26,2023-07-26,0,0.138,0.344,0.353,466.8,447.3,401.1,3095.7,0
ORD-100287,SUP-026,0.782,Asia Pacific,Automotive Parts,Rail,2023-03-05,2023-03-13,2023-03-13,0,0.054,0.234,0.086,750.6,578.0,550.1,3724.13,0
ORD-100288,SUP-013,0.8,Middle East/Africa,Pharma,Sea,2024-02-04,2024-02-24,2024-02-24,0,0.382,0.331,0.157,807.4,415.7,315.2,2632.92,0
ORD-100289,SUP-004,0.652,Asia Pacific,Textiles,Rail,2023-01-26,2023-02-01,2023-02-01,0,0.0,0.151,0.044,440.5,506.2,495.9,6389.04,0
ORD-100290,SUP-025,0.704,Latin America,Textiles,Road,2023-07-13,2023-07-16,2023-07-16,0,0.316,0.071,0.091,670.9,403.5,337.0,2365.56,0
ORD-100291,SUP-008,0.711,Middle East/Africa,Pharma,Road,2024-05-25,2024-05-29,2024-05-29,0,0.127,0.0,0.024,349.1,244.9,268.8,7316.3,0
ORD-100292,SUP-034,0.576,North America,Machinery,Road,2024-01-25,2024-01-28,2024-02-18,21,0.139,0.05,0.092,386.2,333.6,406.5,7928.26,1
ORD-100293,SUP-038,0.957,Latin America,Electronics,Road,2024-01-10,2024-01-15,2024-01-16,1,0.244,0.215,0.037,491.6,490.6,556.1,6131.8,0
ORD-100294,SUP-015,0.574,Asia Pacific,Textiles,Air,2023-07-08,2023-07-11,2023-07-11,0,0.147,0.195,0.055,648.5,423.9,457.4,5257.4,0
ORD-100295,SUP-037,0.757,Middle East/Africa,Pharma,Road,2023-05-04,2023-05-08,2023-05-10,2,0.666,0.217,0.097,470.6,369.5,259.7,4029.8,1
ORD-100296,SUP-021,0.656,North America,Textiles,Air,2024-02-11,2024-02-14,2024-02-14,0,0.204,0.254,0.047,303.7,682.1,665.8,3649.97,0
ORD-100297,SUP-006,0.63,North America,Electronics,Sea,2023-11-08,2023-12-01,2023-12-05,4,0.0,0.286,0.299,336.5,331.7,283.5,6610.66,1
ORD-100298,SUP-020,,Latin America,Textiles,Road,2023-07-14,2023-07-19,2023-07-19,0,0.0,0.084,0.026,730.7,586.5,534.5,15876.23,0
ORD-100299,SUP-020,0.762,North America,Electronics,Road,2023-12-08,2023-12-12,2023-12-25,13,0.549,0.364,0.1,635.5,488.9,356.6,4898.4,1
ORD-100300,SUP-024,0.818,Middle East/Africa,Electronics,Road,2023-03-08,2023-03-11,2023-03-11,0,0.536,0.241,0.061,501.3,604.4,549.1,11626.62,0
ORD-100301,SUP-024,0.818,Latin America,FMCG,Rail,2024-05-24,2024-05-30,2024-05-30,0,0.231,0.112,0.022,604.8,244.0,245.1,9369.42,0
ORD-100302,SUP-039,0.777,North America,FMCG,Road,2023-10-16,2023-10-21,2023-10-21,0,0.342,0.075,0.009,713.7,178.6,154.5,7752.02,0
ORD-100303,SUP-020,0.762,North America,Textiles,Road,2023-12-03,2023-12-07,2023-12-08,1,0.242,0.114,0.023,447.1,499.5,454.4,18518.67,0
ORD-100304,SUP-017,0.619,Latin America,Machinery,Road,2024-06-27,2024-07-02,2024-07-07,5,0.371,0.239,0.006,408.5,631.1,688.4,2017.4,1
ORD-100305,SUP-022,0.872,Europe,Pharma,Road,2023-05-08,2023-05-14,2023-05-14,0,0.258,0.093,0.088,377.8,480.7,445.5,4928.06,0
ORD-100306,SUP-021,0.656,Latin America,Pharma,Road,2023-10-12,2023-10-15,2023-10-15,0,0.251,0.17,0.027,430.3,634.0,637.1,2498.64,0
ORD-100307,SUP-035,0.443,North America,Electronics,Air,2024-05-12,2024-05-15,2024-05-15,0,0.526,0.383,0.077,338.5,562.4,512.7,7396.91,0
ORD-100308,SUP-012,0.612,Middle East/Africa,Automotive Parts,Road,2024-04-26,2024-05-02,2024-05-23,21,0.069,0.22,0.072,243.7,472.1,381.5,6269.37,1
ORD-100309,SUP-032,0.702,Latin America,Electronics,Road,2023-10-13,2023-10-19,2023-10-19,0,0.262,0.261,0.011,607.4,527.9,574.0,5802.01,0
ORD-100310,SUP-033,0.8,Europe,FMCG,Road,2024-02-13,2024-02-16,2024-02-16,0,0.539,0.2,0.03,667.4,393.6,297.6,16948.73,0
ORD-100311,SUP-016,0.842,Asia Pacific,FMCG,Rail,2024-07-09,2024-07-15,2024-07-22,7,0.36,0.316,0.032,695.8,295.4,320.1,6487.59,1
ORD-100312,SUP-019,0.75,North America,FMCG,Sea,2023-04-20,2023-05-12,2023-05-19,7,,0.248,0.217,614.5,511.4,613.4,8169.22,1
ORD-100313,SUP-002,0.788,Europe,Machinery,Sea,2023-10-21,2023-11-10,2023-11-10,0,0.277,0.371,0.111,270.5,425.9,460.1,2591.54,0
ORD-100314,SUP-026,0.782,Middle East/Africa,Machinery,Sea,2023-03-07,2023-03-30,2023-03-30,0,0.52,0.35,0.303,481.1,566.1,497.9,7461.55,0
ORD-100315,SUP-038,0.957,North America,Pharma,Road,2023-10-13,2023-10-18,2023-10-23,5,0.257,0.377,0.034,368.3,462.0,495.3,3672.69,1
ORD-100316,SUP-023,0.548,North America,FMCG,Road,2023-02-01,2023-02-05,2023-02-05,0,0.0,0.251,0.099,490.6,508.9,562.8,5954.13,0
ORD-100317,SUP-036,0.714,North America,Pharma,Sea,2023-07-15,2023-08-04,2023-08-14,10,0.071,0.27,0.623,686.5,534.9,613.4,5539.68,1
ORD-100318,SUP-030,0.76,North America,Pharma,Sea,2023-04-23,2023-05-14,2023-05-14,0,0.284,0.125,0.277,448.8,448.6,403.3,4149.27,0
ORD-100319,SUP-015,0.574,North America,Automotive Parts,Rail,2024-04-28,2024-05-06,2024-05-06,0,0.0,0.156,0.088,573.3,298.1,309.2,2150.65,0
ORD-100320,SUP-035,0.443,Latin America,Electronics,Rail,2023-11-26,2023-12-04,2023-12-05,1,0.217,0.252,0.013,328.5,515.0,619.0,9765.16,0
ORD-100321,SUP-039,0.777,Middle East/Africa,Machinery,Road,2023-10-03,2023-10-09,2023-10-17,8,0.544,0.238,0.099,575.1,344.6,383.0,5178.04,1
